a_cup	一杯
personality_disorder	人格障碍

personnel	人员

persons	人

perspective	透视

peso	比索

pet	宠物

pet_insurance	宠物保险

pet_project	宠物项目

pet_shop	宠物商店

peter	彼得

petition	请愿

petrol	汽油

petrol_bomb	汽油弹

petrol_station	加油站

petroleum	石油

petty_cash	小钱

petty_officer	士官

pharmaceutical	制药

pharmacy	药店

phase	相

phase_space	相空间

phase_transition	相变

phenomenon	现象

philharmonic	交响

philosopher	哲学家

philosophy	哲学

phoenix	凤凰

phone	电话

phone_book	电话簿

phone_booth	电话亭

phone_box	电话亭

phone_call	电话

phone_card	电话卡

phone_line	电话线

phone_number	电话号码

phone_sex	电话性爱

photo	照片

photo_essay	摄影文章

photo_finish	照片完成

photo_opportunity	拍照机会

photo_shoot	拍照片

photograph	照片

photographer	摄影师

photography	摄影

phrase	短语

physical	物理

physical_education	体育

physical_law	物理定律

physical_quantity	物理量

physical_science	物理科学

physical_system	物理系统

physician	医师

physicist	物理学家

physics	物理

pianist	钢琴家

piano	钢琴

piano_player	钢琴家

piano_roll	钢琴卷

piazza	广场

pick	挑

picking	选择

pickup	拾起

pickup_truck	皮卡车

picture	图片

picture_book	图画书

pie	馅饼

pie_chart	饼形图

piece	片

pier	码头

pig	猪

pig_iron	生铁

pile	桩

pilgrimage	朝圣

pill	丸

pilot	飞行员

pilot_hole	导向孔

pilot_plant	试验工厂

pilot_project	试点项目

pilot_whale	领航鲸

pin	销

pinch	捏

pine	松树

pine_tree	松树

pink	粉

pioneer	先锋

pioneering	创举

pipe	管

pipe_bomb	管炸弹

pipe_dream	白日梦

pipeline	管道

piracy	海盗行为

pirate	海盗

pirate_radio	海盗广播

pirate_ship	海盗船

pistol	手枪

pit	坑

pit_bull	斗牛犬

pit_lane	维修通道

pit_stop	进站

pitch	沥青

pitch_count	音高计数

pitch_invasion	音调入侵

pitched_battle	激战

pitcher	投手

pitcher_plant	猪笼草

pitching	铺地石

pizza	比萨

pizza_box	披萨盒

place_name	地名

placement	放置

placing	配售

plague	瘟疫

plain	川

plan	计划

plan_a	计划一个

plane	平面

planet	行星

planner	规划人员

planning	规划

planning_permission	规划许可

plant	厂

plant_disease	植物病害

plant_hormone	植物激素

plantation	种植园

planting	种植

plaque	牌匾

plastic	塑料

plastic_art	造型艺术

plastic_bag	塑料袋

plastic_explosive	塑料炸药

plastic_surgeon	整形外科医生

plastic_surgery	整容手术

plate	盘子

plate_appearance	板外观

plate_glass	平板玻璃

plateau	高原

platform	平台

platform_game	平台游戏

platform_shoe	厚底鞋

platinum	铂

platinum_group	铂族

play	玩

player	播放机

player_character	玩家角色

player_piano	弹钢琴

playing	播放

playing_card	纸牌

playing_field	运动场

playoff	挑拨

playwright	剧作家

plaza	广场

plea	恳求

plea_deal	辩诉交易

pleasant	愉快

pleasure	乐趣

pleasure_boat	游船

pledge	保证

plight	困境

plot	情节

plot_device	绘图设备

plot_hole	绘图孔

plot_twist	剧情转折

plotting	绘制

plug	插头

plunge	跳水

plunging	暴跌

plus	加

plutonium	钚

pneumonia	肺炎

pocket	口袋

pocket_money	零用钱

pocket_veto	口袋否决权

pocket_watch	怀表

podium	讲台

poem	诗

poet	诗人

poetry	诗歌

poetry_slam	诗歌大满贯

point	点

point_bar	点吧

point_break	点断

point_cloud	点云

point_guard	控球后卫

point_man	尖兵

point_source	点源

pointing	指点

poison	毒

poisoning	中毒

poker	扑克

poker_face	扑克脸

polar_star	极星

pole	极

pole_position	杆位

pole_star	极星

police	警察

police_baton	警棍

police_box	岗亭

police_car	警车

police_chief	警察局长

police_department	警察署

police_dog	警犬

police_force	警察

police_line	警察线

police_officer	警官

police_power	警察权力

police_service	警察局

police_state	警察局

police_station	警察局

policeman	警察

policemen	警察

policy	政策

policy_institute	政策研究所

policy_maker	政策制定者

polish	抛光

political	政治

political_economy	政治经济

political_party	政治党派

political_science	政治学

political_scientist	政治科学家

political_system	政治体系

politician	政治家

politics	政治

polity	政体

poll	轮询

poll_tax	人头税

polling	轮询

polling_place	投票站

polling_station	投票站

pollution	污染

polo	马球

pond	池塘

pool	池

pool_hall	台球厅

pool_party	泳池派对

pool_table	台球桌

poor	较差的

pop	流行的

pop_art	流行艺术

pop_culture	流行文化

pop_group	流行组合

pop_music	流行音乐

pop_musician	流行音乐家

pop_punk	流行朋克

pop_rock	流行摇滚

pop_star	明星

pope	教皇

populace	民众

popular_assembly	大众集会

popular_culture	流行文化

popular_music	流行音乐

popular_science	科普

popularity	声望

population	人口

population_density	人口密度

populist	民粹主义

populous	人口稠密

pork	猪肉

pornography	色情

port	港口

port_city	港口城市

port_wine	波特酒

portable	手提

portable_computer	便携式计算机

portal	门户

porter	搬运工

portfolio	投资组合

portion	一部分

portland	波特兰

portrait	肖像

portrayal	画像

pose	提出

position	位置

position_paper	立场文件

positive	正

possession	所有权

possibility	可能性

possible	可能

post	岗位

post_box	邮政信箱

post_card	明信片

post_office	邮政局

poster	海报

poster_boy	海报男孩

poster_child	海报的孩子

poster_girl	海报女郎

posting	发帖

postseason	季后赛

pot	锅

pot_plant	盆栽

pot_shot	锅射

potato	土豆

potato_head	土豆头

potential	潜在

potter	制陶工人

pottery	陶器

poultry	家禽

pound	磅

pound_cake	重磅蛋糕

pound_sterling	英镑

pour	倾

poverty	贫穷

poverty_line	贫困线

powder	粉末

powder_blue	粉蓝色

power	功率

power_balance	力量平衡

power_base	电源底座

power_broker	电力经纪人

power_cut	停电

power_factor	功率因数

power_hitter	力量击球手

power_hour	电力小时

power_law	幂律

power_line	电源线

power_plant	发电站

power_play	权力发挥

power_point	微软幻灯片软件

power_politics	权力政治

power_pop	强力弹出

power_set	功率设定

power_sharing	权力分享

power_source	能量源

power_station	发电厂

power_steering	动力转向

power_strip	电源板

power_suit	动力服

power_supply	电源供应

power_surge	电涌

power_tool	电动工具

power_user	超级用户

power_vacuum	功率真空

powerhouse	发电厂

practical	实际的

practical_nurse	实习护士

practice	实践

prairie	草原

praise	赞美

pratt	普拉特

prayer	祷告

prayer_book	祈祷书

praying	祈祷

precedent	先例

precious	珍贵

precipitation	沉淀

precision	精确

predecessor	前任

prediction	预测

prediction_market	预测市场

prefecture	州

preference	偏爱

preferred	首选

pregnancy	怀孕

pregnancy_test	怀孕测试

preliminary	初步

premier	总理

premiere	首映

premiership	英超

premise	前提

premises	房地

premium	额外费用

preparation	制备

prescription	处方

prescription_drug	处方类药物

preseason	季前赛

presence	存在

present	当下

presentation	介绍

presentation_software	演示软件

presenter	主持人

preservation	保存

preserve	保留

presidency	总统任期

president	主席

presidential_palace	总统府

press	按

press_agency	新闻社

press_agent	新闻代理

press_box	新闻框

press_card	新闻卡

press_conference	新闻发布会

press_corps	新闻团

press_kit	新闻资料袋

press_office	新闻办公室

press_pool	新闻池

press_release	新闻稿

press_time	新闻时间

pressing	紧迫

pressure	压力

pressure_group	压力团体

pressure_point	压力点

pressure_vessel	压力容器

prestige	声望

pretty	漂亮

pretty_boy	漂亮男孩

prevention	预防

preventive	预防

preview	预习

prey	猎物

price	价钱

price_index	价格指数

price_level	价格水平

price_list	价格表

price_point	价格点

price_stability	价格稳定

price_tag	价格标签

pricing	价钱

pride	自豪

priest	牧师

primary	主

primary_election	初选

primary_school	小学

primary_source	主要资源

prime	主要

prime_directive	首要指令

prime_minister	总理

prime_number	质数

prime_time	黄金时间

primitive	原始

prince	王子

princess	公主

princess_cut	公主剪

principal	主要

principal_photography	主要摄影

principle	原理

print	打印

printing	印花

printing_house	印刷厂

printing_press	印刷机

prior	先

priority	优先

prison	监狱

prison_cell	牢房

prison_gang	监狱帮派

prison_guard	狱警

prisoner	囚犯

prisoner_of_war	战俘

privacy	隐私

privacy_policy	隐私政策

private	私人的

private_detective	私家侦探

private_eye	私家侦探

private_investigator	私家侦探

private_school	私立学校

private_sector	私营部门

privatization	私有化

privilege	特权

prize	奖

pro	亲

pro_wrestling	职业摔跤

probability	可能性

probability_measure	概率测度

probability_theory	概率论

probation	缓刑

probation_officer	缓刑官

probe	探测

problem	问题

problem_child	问题少年

procedure	程序

proceeding	诉讼

proceeds	收益

process	处理

processing	处理

procession	游行

processor	处理器

procurement	采购

produce	生产

producer	制片人

product	产品

product_placement	物品陈设

production	生产

production_model	生产模型

production_record	生产记录

production_value	产值

production_values	生产价值

productivity	生产率

profession	职业

professional	专业的

professional_wrestling	职业摔跤

professor	教授

profile	轮廓

profit	利润

profit_margin	利润率

profit_sharing	利润分享

profit_taking	获利回吐

profit_warning	盈利警告

profitability	盈利能力

profound	深刻

program	程序

program_guide	节目指南

programme	程序

programmer	程序员

programming	程序设计

programming_language	程式语言

progress	进展

progress_bar	进度条

progressive	进步

progressive_rock	前卫摇滚

prohibition	禁令

project	项目

project_engineer	项目工程师

project_management	项目管理

project_manager	专案经理

projectile	抛射物

projection	投影

proliferation	增殖

prominence	突出物

promise	诺言

promised_land	乐土（上帝允许给亚伯拉罕的地方

promoter	启动

promotion	提升

prompt	提示

proof	证明

proof_system	证明系统

proofreader	校对

prop	支柱

propaganda	宣传

proper_name	正确的名称

property	属性

property_law	财产法

property_tax	财产税

prophet	预言家

proportion	比例

proposal	提案

proposition	主张

prosecution	检察官

prosecutor	原告

prospect	展望

prosperity	繁荣

prostate	前列腺

prostitution	卖淫

protected_area	保护区

protection	保护

protein	蛋白

protein_complex	蛋白质复合物

protein_domain	蛋白质结构域

protein_shake	高蛋白饮品

protest	抗议

protesters	抗议者

protests	抗议

protocol	协议

prototype	原型

providence	普罗维登斯

provider	提供商

province	省

provincial	省级

provincial_capital	省会

proving_ground	试验场，试验场所

provision	规定

provisional	临时

provocative	挑衅

proximity	接近

psychiatrist	心理医生

psychologist	心理学家

psychology	心理学

pub	酒馆

public	上市

public_access	公共访问

public_authority	公共权力

public_domain	公共区域

public_enemy	公敌

public_figure	人士

public_finance	公共财政

public_health	公共卫生

public_holiday	公共假期

public_house	公共场所

public_housing	公共居所

public_intellectual	公共知识分子

public_interest	公共利益

public_key	公钥

public_law	公共法

public_library	公共图书馆

public_life	公众生活

public_opinion	舆论

public_policy	公共政策

public_record	公开记录

public_school	公立学校

public_sector	公共部门

public_servant	公务员

public_service	公共服务

public_transport	公共交通

publication	出版物

publicity	公开

publisher	出版者

publishing	出版

publishing_house	出版社

puck	冰球

pull	拉

pullout	撤退

pulp	纸浆

pulp_magazine	纸浆杂志

pulse	脉冲

pump	泵

pump_room	泵房

punch	冲床

punch_bowl	汤碗

punch_card	打卡

punch_line	妙处

punch_list	遗留问题清单

punishment	惩罚

punk	朋克

punk_music	朋克音乐

punk_rock	朋克摇滚

pupil	瞳孔

purchase	采购

purchase_order	采购订单

purchase_price	购买价格

purchasing_power	购买力

pure_air	纯净的空气

purple	紫色

purple_heart	紫心勋章

purpose	目的

purse	钱包

pursuit	追求

push	推

push_poll	推投票

put	放

putt	推杆

puzzle	难题

pyramid	金字塔

quake	地震

qualification	合格

qualifier	预选赛

quality	质量

quality_control	质量控制

quality_time	宝贵时光

quantity	数量

quantum	量子

quantum_computer	量子计算机

quantum_number	量子数

quantum_state	量子态

quantum_theory	量子理论

quarantine	隔离

quarter	25美分硬币

quarter_day	季度

quarter_final	四分之一决赛

quarter_horse	四分之一马

quarter_note	四分音符

quarterback	四分卫

quarterfinal	四分之一决赛

quarterly	季刊

quartet	四重奏

queen	女王

queen_bee	女王蜂

queen_mother	母后

quest	寻求

question	题

question_mark	问号

question_period	问题期

questioning	疑问

quick	快

quiet	安静

quota	配额

quote	引用

rabbi	拉比

rabbit	兔子

race	种族

race_car	赛车

race_card	竞赛卡

race_condition	比赛条件

race_meeting	比赛会议

race_queen	种族女王

race_track	赛道

racer	赛车

racetrack	跑马场

raceway	滚道

racing	赛跑

racing_car	赛车

racism	种族主义

racist	种族主义者

radar	雷达

radar_gun	雷达炮

radar_image	雷达影像

radiation	辐射

radiation_pressure	辐射压力

radiation_therapy	放射治疗

radical	基

radio	无线电

radio_clock	无线电时钟

radio_collar	无线电项圈

radio_control	无线电控制

radio_drama	广播剧

radio_frequency	无线电频率

radio_jockey	无线电骑师

radio_silence	无线电沉默

radio_source	无线电源

radio_station	广播电台

radio_telescope	射电望远镜

radio_tower	无线电塔

radio_wave	无线电波

rage	愤怒

rah	RAH

raid	袭击

rail	轨

rail_car	轨道车

rail_track	铁路

rail_transport	铁路交通

rail_vehicle	轨道车辆

rail_yard	铁路货场

railroad	铁路

railroad_car	有轨电车

railroad_station	火车站

railroad_tie	铁路领带

railroad_track	铁轨

railway	铁路

railway_line	铁路线

railway_station	火车站

railway_track	铁路轨道

railway_train	铁路火车

rain	雨

rain_cloud	雨云

rain_delay	大雨延迟

rain_forest	雨林

rain_man	雨人

rain_shadow	雨影

rain_tree	雨树

rainbow	彩虹

rainbow_bridge	彩虹桥

rainbow_coalition	彩虹联盟

rainbow_party	彩虹派对

rainbow_table	彩虹桌

rainfall	雨量

rainy_day	下雨天

raise	提高

raising	提高

raja	拉贾

rally	团结

ram	内存

ran	跑

ranch	牧场

rand	兰特

random	随机

random_access	随机访问

randy	兰迪

range	范围

ranger	游侠

rank	秩

ranking	排行

ransom	赎金

rap	敲击

rap_music	说唱

rape	强奸

rape_culture	强奸文化

rapid	快速

rapid_transit	快速运输

rapper	说唱歌手

rare_earth	稀土

rat	鼠

rat_king	鼠王

rat_race	老鼠赛跑

rate	率

ratification	批准

rating	评分

ratio	比

rational	合理的

raw	生的

raw_material	原材料

ray	射线

ray_gun	射线枪

reach	达到

reaction	反应

reaction_engine	反应引擎

reaction_mechanism	反应机理

reaction_mixture	反应混合物

reaction_time	反应时间

reactor	反应堆

read	读

reader	读者

readiness	准备就绪
